name,height,reach,stance,age,weight_class,weight_class_numeric,avg_sig_str,avg_td_pct,avg_sub_att,ko_ratio,sub_ratio,defense,total_fights,win_streak
Bruno Korea,167.64,165.1,Orthodox,24,Bantamweight,2,,,,0.0,0.0,2.5,0,0
Paddy Holohan,177.8,175.26,Orthodox,27,Flyweight,1,26.5,0.395,1.25,0.0,0.3333333333333333,2.5,10,2
Jon Delos Reyes,167.64,170.18,Orthodox,28,Flyweight,1,15.0,0.667,1.0,0.0,1.0,2.5,4,1
Mickael Lebout,180.34,185.42,Orthodox,28,Lightweight,4,45.0,0.0,0.0,0.0,0.0,2.5,6,1
Aisling Daly,157.48,162.56,Switch,27,Women's Strawweight,4,21.5,0.45,1.0,0.0,1.0,2.5,4,0
Ericka Almeida,167.64,172.72,Orthodox,26,Women's Strawweight,4,13.0,0.0,0.0,0.0,0.0,2.5,3,0
Cathal Pendred,185.42,190.5,Orthodox,28,Welterweight,5,35.4,0.246,0.4,0.0,0.25,2.5,14,0
Bubba Bush,182.88,185.42,Orthodox,30,Middleweight,6,2.0,0.0,0.0,0.0,0.0,2.5,1,0
Shawn Jordan,182.88,190.5,Southpaw,30,Heavyweight,8,23.8889,0.278,0.0,1.0,0.0,2.5,16,3
Ruslan Magomedov,190.5,198.12,Orthodox,28,Heavyweight,8,55.0,0.5,0.0,0.0,0.0,2.5,6,2
Francisco Trevino,175.26,177.8,Orthodox,33,Lightweight,4,40.5,0.14,0.0,0.0,0.0,2.5,6,0
Chris Cariaso,160.02,160.02,Southpaw,34,Flyweight,1,46.1667,0.326,0.5,0.14285714285714285,0.0,2.5,34,0
Chico Camus,167.64,167.64,Orthodox,30,Flyweight,1,34.1429,0.356,0.4286,0.0,0.0,2.5,21,0
George Roop,185.42,182.88,Orthodox,33,Bantamweight,2,35.3333,0.326,0.0833,0.4,0.0,2.5,28,0
Katsunori Kikuno,172.72,167.64,Orthodox,33,Featherweight,3,19.5,0.438,0.25,0.0,0.5,2.5,7,0
Naoyuki Kotani,172.72,167.64,Southpaw,33,Lightweight,4,8.5,0.375,0.75,0.0,0.0,2.5,9,0
Roger Zapata,180.34,187.96,Southpaw,29,Welterweight,5,,,,0.0,0.0,2.5,0,0
Clay Collard,180.34,185.42,Orthodox,22,Featherweight,3,54.6667,0.413,0.6667,0.0,0.0,2.5,9,0
Ron Stallings,187.96,190.5,Southpaw,32,Middleweight,6,30.0,0.0,0.0,0.0,0.0,2.5,4,1
Nazareno Malegarie,172.72,177.8,Orthodox,29,Lightweight,4,,,,0.0,0.0,2.5,0,0
Sam Stout,175.26,177.8,Orthodox,31,Lightweight,4,52.2632,0.202,0.1053,0.1111111111111111,0.0,2.5,50,0
Yves Jabouin,170.18,172.72,Orthodox,36,Bantamweight,2,32.7778,0.364,0.0,0.0,0.0,2.5,20,0
Elias Silverio,180.34,185.42,Orthodox,28,Lightweight,4,62.75,0.625,0.25,0.0,0.3333333333333333,2.5,12,0
Tom Watson,185.42,185.42,Orthodox,33,Middleweight,6,53.0,0.0,0.0,0.5,0.0,2.5,17,0
Sirwan Kakai,165.1,167.64,Orthodox,25,Bantamweight,2,52.0,0.5,0.0,0.0,0.0,2.5,3,1
Roman Salazar,170.18,170.18,Orthodox,27,Bantamweight,2,9.5,0.25,0.0,0.0,0.0,2.5,3,0
Anthony Christodoulou,175.26,182.88,Orthodox,28,Lightweight,4,9.0,0.0,0.0,0.0,0.0,2.5,2,0
Minotauro Nogueira,190.5,195.58,Orthodox,39,Heavyweight,8,20.5,0.131,1.0,0.2,0.4,2.5,19,0
Soa Palelei,193.04,205.74,Orthodox,38,Heavyweight,8,17.0,0.7,0.0,1.0,0.0,2.5,13,1
Hugo Viana,167.64,170.18,Orthodox,32,Bantamweight,2,38.4,0.0,0.0,0.3333333333333333,0.0,2.5,11,0
Ramsey Nijem,180.34,190.5,Orthodox,27,Lightweight,4,25.4444,0.568,0.6667,0.4,0.0,2.5,17,0
Jessamyn Duke,180.34,185.42,Orthodox,29,Women's Bantamweight,4,64.3333,0.22,1.0,0.0,0.0,2.5,7,0
Ivan Jorge,175.26,185.42,Orthodox,34,Lightweight,4,52.3333,0.167,0.6667,0.0,0.0,2.5,9,1
Pawel Pawlak,182.88,185.42,Orthodox,26,Welterweight,5,25.5,0.375,0.0,0.0,0.0,2.5,6,1
Leonardo Mafra,177.8,177.8,Orthodox,26,Lightweight,4,46.0,0.277,0.3333,0.0,0.0,2.5,8,1
Vaughan Lee,167.64,167.64,Orthodox,32,Flyweight,1,33.0,0.063,0.5714,0.0,0.3333333333333333,2.5,14,0
Hans Stringer,190.5,185.42,Orthodox,28,Light Heavyweight,7,38.5,0.56,0.0,0.0,0.0,2.5,5,0
Paul Redmond,177.8,177.8,Orthodox,28,Featherweight,3,2.0,0.0,0.0,0.0,0.0,2.5,3,0
Marcus Brimage,162.56,180.34,Southpaw,30,Bantamweight,2,44.2857,0.286,0.0,0.25,0.0,2.5,17,0
Todd Duffee,190.5,200.66,Orthodox,29,Heavyweight,8,20.75,0.0,0.0,1.0,0.0,2.5,6,2
Josh Thomson,177.8,180.34,Orthodox,36,Lightweight,4,27.3333,0.613,0.0,0.6666666666666666,0.0,2.5,15,0
Igor Araujo,185.42,195.58,Orthodox,34,Welterweight,5,13.6667,0.147,0.6667,0.0,0.0,2.5,8,0
Ildemar Alcantara,187.96,198.12,Orthodox,32,Middleweight,6,28.0,0.622,1.0,0.0,0.25,2.5,17,1
Andrew Craig,185.42,193.04,Orthodox,29,Welterweight,5,30.8333,0.193,0.0,0.3333333333333333,0.0,2.5,16,0
Dan Miller,185.42,187.96,Orthodox,34,Middleweight,6,22.75,0.286,1.25,0.0,0.6666666666666666,2.5,29,0
Darrell Montague,167.64,170.18,Southpaw,27,Flyweight,1,18.0,0.25,1.0,0.0,0.0,2.5,4,0
Mike Swick,185.42,195.58,Orthodox,36,Welterweight,5,19.1429,0.316,0.3571,0.5,0.2,2.5,28,0
Yosdenis Cedeno,172.72,175.26,Orthodox,30,Lightweight,4,18.6667,0.0,0.0,0.0,0.0,2.5,7,0
Eddie Gordon,182.88,193.04,Orthodox,31,Middleweight,6,22.3333,0.667,0.0,1.0,0.0,2.5,6,0
Levan Makashvili,172.72,172.72,Orthodox,26,Featherweight,3,27.0,0.53,0.0,0.0,0.0,2.5,3,1
Joe Merritt,182.88,185.42,Orthodox,31,Welterweight,5,,,,0.0,0.0,2.5,0,0
Lewis Gonzalez,177.8,185.42,Orthodox,27,Welterweight,5,,,,0.0,0.0,2.5,0,0
Alan Omer,177.8,180.34,Orthodox,26,Featherweight,3,58.0,0.33,0.0,0.0,0.0,2.5,3,0
Niklas Backstrom,185.42,187.96,Orthodox,25,Featherweight,3,6.0,0.0,1.0,0.0,1.0,2.5,2,0
Antonio Dos Santos,177.8,182.88,Orthodox,26,Middleweight,6,37.0,0.0,0.0,0.0,0.0,2.5,2,0
Brian Ebersole,182.88,185.42,Southpaw,34,Welterweight,5,34.1429,0.189,0.1429,0.2,0.0,2.5,19,1
Justin Edwards,177.8,177.8,Orthodox,32,Lightweight,4,24.0,0.083,0.8333,0.0,0.5,2.5,14,0
Ricardo Abreu,180.34,185.42,Orthodox,31,Middleweight,6,33.0,0.0,1.0,0.0,1.0,2.5,2,1
Leonardo Morales,172.72,172.72,Southpaw,22,Bantamweight,2,33.0,0.0,0.0,0.0,0.0,2.5,3,0
Ryan Jimmo,185.42,185.42,Orthodox,33,Light Heavyweight,7,28.6667,0.25,0.0,0.6666666666666666,0.0,2.5,12,0
Wendell Oliveira,177.8,182.88,Orthodox,31,Welterweight,5,8.0,0.0,0.0,0.0,0.0,2.5,1,0
Luiz Dutra,180.34,180.34,Orthodox,33,Welterweight,5,10.0,0.0,0.0,0.0,0.0,2.5,1,0
Joshua Sampo,162.56,162.56,Orthodox,30,Flyweight,1,16.6667,0.333,2.0,0.0,1.0,2.5,6,0
Costas Philippou,180.34,185.42,Orthodox,35,Middleweight,6,26.1111,0.184,0.2222,0.5,0.0,2.5,21,1
Mark Munoz,182.88,182.88,Orthodox,37,Middleweight,6,25.6429,0.219,0.3571,0.5,0.0,2.5,27,0
Luke Barnatt,198.12,195.58,Orthodox,27,Middleweight,6,55.0,0.3,0.4,0.3333333333333333,0.3333333333333333,2.5,12,0
Zhang Lipeng,180.34,180.34,Southpaw,25,Lightweight,4,19.0,0.3,1.0,0.0,0.0,2.5,9,0
Royston Wee,170.18,170.18,Orthodox,28,Bantamweight,2,13.0,0.8,0.0,0.0,0.0,2.5,6,2
Roldan Sangcha-an,162.56,165.1,Orthodox,24,Flyweight,1,36.0,0.5,0.0,0.0,0.0,2.5,3,0
Nolan Ticman,167.64,175.26,Orthodox,26,Flyweight,1,25.0,0.0,0.0,0.0,0.0,2.5,3,0
Hatsu Hioki,180.34,177.8,Orthodox,31,Featherweight,3,31.4286,0.556,0.7143,0.0,0.0,2.5,20,0
Lisa Ellis,162.56,157.48,Orthodox,32,Women's Strawweight,4,4.0,0.66,1.0,0.0,0.0,2.5,2,0
Dylan Andrews,185.42,185.42,Switch,35,Middleweight,6,14.25,0.39,0.0,1.0,0.0,2.5,7,0
Vik Grujic,180.34,185.42,Orthodox,38,Welterweight,5,8.6667,0.277,0.0,1.0,0.0,2.5,5,0
Alptekin Ozkilic,165.1,165.1,Orthodox,29,Flyweight,1,58.3333,0.63,0.0,0.0,0.0,2.5,9,0
Rampage Jackson,185.42,185.42,Orthodox,36,Catch Weight,4,34.5833,0.214,0.0,0.42857142857142855,0.0,2.5,36,0
David Michaud,175.26,182.88,Orthodox,26,Lightweight,4,59.0,0.685,1.0,0.0,0.0,2.5,6,1
Chris Clements,177.8,177.8,Orthodox,39,Welterweight,5,37.0,0.0,0.0,0.5,0.0,2.5,9,1
Jessica Rakoczy,170.18,172.72,Orthodox,38,Women's Strawweight,4,4.0,0.0,0.0,0.0,0.0,2.5,1,0
Jimy Hettes,175.26,180.34,Southpaw,27,Featherweight,3,41.8,0.414,1.2,0.0,0.6666666666666666,2.5,13,0
Mirko Cro Cop,187.96,185.42,Southpaw,40,Heavyweight,8,21.5,0.2,0.3,0.5,0.25,2.5,23,0
Seth Baczynski,190.5,187.96,Orthodox,33,Welterweight,5,31.0,0.117,0.5,0.2,0.4,2.5,22,0
Izabela Badurek,165.1,165.0,Orthodox,23,Women's Strawweight,4,,,,0.0,0.0,2.5,0,0
Marcin Bandel,177.8,177.8,Orthodox,25,Lightweight,4,3.0,0.0,0.0,0.0,0.0,2.5,1,0
Rocky Lee,175.26,172.72,Orthodox,28,Featherweight,3,,,,0.0,0.0,2.5,0,0
Robert Peralta,172.72,180.34,Orthodox,29,Featherweight,3,39.7143,0.429,0.0,0.5,0.0,2.5,17,0
Justin Jones,180.34,198.12,Orthodox,27,Middleweight,6,28.0,0.0,1.0,0.0,0.0,2.5,3,0
Josh Koscheck,177.8,185.42,Orthodox,37,Welterweight,5,17.6667,0.467,0.2917,0.4,0.2,2.5,51,0
Shayna Baszler,170.18,170.18,Orthodox,34,Women's Bantamweight,4,8.0,0.25,1.0,0.0,0.0,2.5,2,0
Cain Carrizosa,172.72,187.96,Orthodox,28,Lightweight,4,0.0,0.0,0.0,0.0,0.0,2.5,1,0
Jorge de Oliveira,172.72,180.34,Orthodox,35,Lightweight,4,23.0,0.0,0.0,0.0,0.0,2.5,3,0
Bentley Syler,162.56,172.72,Orthodox,32,Flyweight,1,,,,0.0,0.0,2.5,0,0
Roger Narvaez,190.5,200.66,Southpaw,31,Middleweight,6,25.5,0.0,1.0,0.0,0.0,2.5,5,1
Josh Copeland,185.42,190.5,Orthodox,32,Heavyweight,8,20.0,0.0,0.0,0.0,0.0,2.5,3,0
Jake Lindsey,180.34,180.34,Switch,28,Lightweight,4,36.5,0.5,0.0,0.0,0.0,2.5,5,0
Larissa Pacheco,170.18,175.26,Orthodox,20,Women's Bantamweight,4,6.0,0.0,0.0,0.0,0.0,2.5,1,0
Ruan Potts,187.96,190.5,Orthodox,37,Heavyweight,8,5.0,0.0,1.0,0.0,0.0,2.5,3,0
Alex Torres,177.8,177.8,Orthodox,26,Featherweight,3,,,,0.0,0.0,2.5,0,0
William Patolino,180.34,190.5,Orthodox,23,Welterweight,5,64.0,0.333,0.0,0.0,0.0,2.5,8,0
Josh Shockley,185.42,187.96,Orthodox,25,Lightweight,4,6.0,0.0,1.0,0.0,0.0,2.5,1,0
Patrick Walsh,180.34,180.34,Southpaw,26,Middleweight,6,11.0,0.71,3.0,0.0,0.0,2.5,3,1
Rodrigo de Lima,170.18,190.5,Orthodox,23,Lightweight,4,5.0,0.33,2.0,0.0,0.0,2.5,2,0
Ian McCall,165.1,162.56,Orthodox,30,Flyweight,1,61.2,0.28,0.0,0.0,0.0,2.5,15,2
Richardson Moreira,187.96,182.88,Orthodox,30,Middleweight,6,3.0,0.0,0.0,0.0,0.0,2.5,1,0
Andy Enz,190.5,198.12,Orthodox,23,Middleweight,6,55.5,0.0,0.0,0.0,0.0,2.5,6,0
Phil Davis,187.96,200.66,Orthodox,30,Light Heavyweight,7,37.5,0.401,0.5,0.0,0.3333333333333333,2.5,32,1
Akira Corassani,172.72,172.72,Orthodox,32,Featherweight,3,25.8,0.066,0.0,0.0,0.0,2.5,10,0
Andy Ogle,172.72,175.26,Orthodox,25,Featherweight,3,32.6,0.424,0.0,0.0,0.0,2.5,15,0
Stanislav Nedkov,180.34,180.34,Orthodox,33,Light Heavyweight,7,28.6667,0.277,0.0,1.0,0.0,2.5,6,0
Shane Howell,172.72,175.26,Orthodox,31,Flyweight,1,0.0,0.0,0.0,0.0,0.0,2.5,1,0
Matt Van Buren,195.58,193.04,Orthodox,28,Light Heavyweight,7,2.0,0.0,0.0,0.0,0.0,2.5,1,0
Tateki Matsuda,170.18,165.1,Orthodox,28,Flyweight,1,41.0,0.0,0.0,0.0,0.0,2.5,3,0
Louis Gaudinot,160.02,160.02,Orthodox,30,Flyweight,1,25.25,0.25,0.5,0.0,1.0,2.5,9,0
Rodrigo Damm,170.18,180.34,Orthodox,34,Lightweight,4,49.8333,0.213,0.3333,0.0,0.3333333333333333,2.5,16,0
Mats Nilsson,185.42,187.96,Orthodox,31,Welterweight,5,25.0,0.0,0.0,0.0,0.0,2.5,1,0
Alexis Dufresne,175.26,172.72,Orthodox,24,Women's Bantamweight,4,12.0,1.0,0.0,0.0,0.0,2.5,3,0
Mike Rhodes,185.42,187.96,Orthodox,25,Welterweight,5,49.0,0.25,0.5,0.0,0.0,2.5,6,0
Tom Niinimaki,175.26,175.26,Orthodox,32,Featherweight,3,8.3333,0.313,0.3333,0.0,0.0,2.5,5,0
Jamie Varner,172.72,182.88,Orthodox,30,Lightweight,4,29.875,0.641,0.75,0.3333333333333333,0.3333333333333333,2.5,17,0
Joe Ellenberger,175.26,182.88,Orthodox,29,Lightweight,4,22.0,0.3,2.0,0.0,0.0,2.5,3,1
Garett Whiteley,182.88,182.88,Orthodox,33,Lightweight,4,25.5,0.0,1.0,0.0,0.0,2.5,4,0
Dustin Kimura,170.18,180.34,Orthodox,25,Bantamweight,2,9.75,0.125,1.75,0.0,1.0,2.5,8,0
Brendan Schaub,193.04,198.12,Orthodox,31,Heavyweight,8,22.2,0.232,0.2,0.5,0.16666666666666666,2.5,18,0
Matt Hobar,177.8,177.8,Southpaw,27,Bantamweight,2,35.0,0.33,0.0,0.0,0.0,2.5,4,1
Isaac Vallie-Flagg,172.72,172.72,Orthodox,36,Lightweight,4,68.0,0.167,0.0,0.0,0.0,2.5,9,0
Yves Edwards,175.26,185.42,Southpaw,38,Lightweight,4,27.8,0.217,0.5,0.5,0.2,2.5,45,0
Juan Puig,175.26,182.88,Orthodox,25,Featherweight,3,13.0,0.0,0.0,0.0,0.0,2.5,1,0
Chris Heatherly,175.26,172.72,Orthodox,26,Welterweight,5,4.0,1.0,0.0,0.0,0.0,2.5,1,0
Humberto Brown,177.8,180.34,Switch,30,Featherweight,3,,,,0.0,0.0,2.5,0,0
Rodolfo Rubio,165.1,167.64,Orthodox,27,Featherweight,3,,,,0.0,0.0,2.5,0,0
Charlie Brenneman,177.8,182.88,Orthodox,33,Lightweight,4,12.5,0.309,0.0,0.0,0.0,2.5,20,0
Tim Gorman,165.1,172.72,Southpaw,31,Bantamweight,2,15.0,0.0,0.0,0.0,0.0,2.5,3,0
Wagner Silva,182.88,180.34,Orthodox,27,Welterweight,5,17.0,0.0,0.0,0.0,0.0,2.5,2,0
Vagner Rocha,177.8,185.42,Orthodox,32,Lightweight,4,23.6667,0.38,1.3333,0.0,1.0,2.5,6,0
Guto Inocente,190.5,195.58,Orthodox,28,Light Heavyweight,7,6.0,0.0,0.0,0.0,0.0,2.5,1,0
Luke Zachrich,187.96,187.96,Orthodox,32,Middleweight,6,34.5,0.5,0.0,0.0,0.0,2.5,4,1
Jumabieke Tuerxun,170.18,170.18,Orthodox,28,Bantamweight,2,22.5,0.055,1.0,0.0,0.0,2.5,6,0
Fabricio Camoes,177.8,185.42,Orthodox,35,Lightweight,4,13.0,0.308,1.0,0.0,1.0,2.5,10,0
Bruno Santos,175.26,175.26,Orthodox,27,Middleweight,6,18.5,0.37,0.5,0.0,0.0,2.5,6,1
Anthony Njokuani,185.42,190.5,Orthodox,34,Lightweight,4,55.2857,0.237,0.1429,0.3333333333333333,0.0,2.5,20,0
Tor Troeng,187.96,195.58,Orthodox,31,Middleweight,6,13.6667,0.4,0.3333,0.0,1.0,2.5,7,0
Ernest Chavez,172.72,177.8,Orthodox,31,Featherweight,3,41.0,0.5,0.0,0.0,0.0,2.5,6,0
Amir Sadollah,177.8,187.96,Orthodox,34,Welterweight,5,57.9,0.233,0.3,0.16666666666666666,0.16666666666666666,2.5,25,0
Takenori Sato,177.8,180.34,Southpaw,29,Welterweight,5,0.0,0.0,0.0,0.0,0.0,2.5,1,0
Kazuki Tokudome,180.34,185.42,Southpaw,27,Lightweight,4,35.6667,0.54,0.0,0.0,0.0,2.5,9,0
Dashon Johnson,170.18,177.8,Orthodox,26,Featherweight,3,11.0,0.0,1.0,0.0,0.0,2.5,3,0
Paulo Thiago,180.34,185.42,Orthodox,33,Welterweight,5,18.1667,0.257,1.0,0.2,0.2,2.5,29,0
Johnny Bedford,177.8,180.34,Orthodox,31,Bantamweight,2,35.4,0.332,0.0,1.0,0.0,2.5,10,0
Francis Carmont,190.5,198.12,Orthodox,32,Middleweight,6,25.75,0.366,0.625,0.0,0.3333333333333333,2.5,22,0
Cung Le,175.26,175.26,Southpaw,42,Middleweight,6,31.6667,0.333,0.0,0.5,0.0,2.5,6,2
Jianping Yang,170.18,165.1,Orthodox,25,Featherweight,3,,,,0.0,0.0,2.5,0,0
Sai Wang,182.88,182.88,Southpaw,28,Welterweight,5,31.0,0.0,0.0,0.0,0.0,2.5,3,0
Danny Mitchell,187.96,187.96,Orthodox,28,Welterweight,5,18.0,0.0,5.0,0.0,0.0,2.5,3,0
Roland Delorme,175.26,180.34,Orthodox,30,Bantamweight,2,24.8333,0.375,1.1667,0.0,0.6666666666666666,2.5,14,0
An Ying Wang,182.88,182.88,Orthodox,23,Welterweight,5,13.0,0.0,0.0,0.0,0.0,2.5,1,1
Jack May,203.2,200.66,Switch,33,Heavyweight,8,5.0,0.33,0.0,0.0,0.0,2.5,1,0
Kyle Kingsbury,193.04,193.04,Orthodox,32,Light Heavyweight,7,35.25,0.203,0.0,0.25,0.0,2.5,19,0
Hernani Perpetuo,182.88,187.96,Orthodox,29,Welterweight,5,21.0,0.0,1.0,0.0,0.0,2.5,3,0
Steven Siler,180.34,177.8,Orthodox,27,Featherweight,3,33.75,0.093,1.25,0.2,0.2,2.5,18,0
Phil Harris,162.56,162.56,Orthodox,30,Flyweight,1,15.0,0.415,0.0,0.0,0.0,2.5,7,0
Mike King,190.5,190.5,Orthodox,30,Middleweight,6,,,,0.0,0.0,2.5,0,0
Cody Donovan,190.5,187.96,Orthodox,33,Light Heavyweight,7,26.6667,0.333,0.0,1.0,0.0,2.5,4,0
Pat Healy,182.88,187.96,Orthodox,30,Lightweight,4,40.2,0.214,0.4,0.0,0.0,2.5,13,0
Tina Lahdemaki,157.48,157.48,Orthodox,26,Women's Strawweight,4,,,,0.0,0.0,2.5,0,0
Daniel Spohn,193.04,200.66,Southpaw,29,Light Heavyweight,7,,,,0.0,0.0,2.5,0,0
Guilherme Vasconcelos,182.88,187.96,Orthodox,28,Middleweight,6,,,,0.0,0.0,2.5,0,0
Colton Smith,182.88,180.34,Orthodox,26,Lightweight,4,17.3333,0.363,1.0,0.0,0.0,2.5,8,0
Chris Indich,177.8,185.42,Orthodox,27,Welterweight,5,12.0,0.0,2.0,0.0,0.0,2.5,3,0
Mike Easton,167.64,177.8,Southpaw,30,Bantamweight,2,51.5,0.2,0.0,0.3333333333333333,0.0,2.5,17,0
Jason High,172.72,180.34,Southpaw,32,Lightweight,4,4.5,0.45,2.25,0.0,0.5,2.5,8,2
Bobby Voelker,182.88,190.5,Orthodox,35,Welterweight,5,51.3333,0.267,0.0,0.0,0.0,2.5,8,0
Lance Benoist,180.34,185.42,Southpaw,25,Welterweight,5,55.0,0.25,0.0,0.0,0.0,2.5,9,0
Chris Holdsworth,180.34,180.34,Orthodox,26,Bantamweight,2,15.0,0.5,1.0,0.0,1.0,2.5,2,1
Ben Wall,177.8,185.42,Orthodox,25,Lightweight,4,1.0,0.0,0.0,0.0,0.0,2.5,1,0
Anthony Lapsley,175.26,180.34,Southpaw,34,Welterweight,5,8.0,0.0,0.0,0.0,0.0,2.5,3,0
Estevan Payan,177.8,182.88,Orthodox,32,Featherweight,3,28.5,0.5,0.5,0.0,0.0,2.5,6,0
Mark Bocek,172.72,190.5,Orthodox,32,Lightweight,4,23.0833,0.522,1.0833,0.0,0.5714285714285714,2.5,28,0
Ronny Markes,185.42,190.5,Orthodox,25,Middleweight,6,31.25,0.455,0.5,0.0,0.0,2.5,12,0
Thiago Perpetuo,177.8,180.34,Orthodox,26,Welterweight,5,43.0,0.625,0.0,1.0,0.0,2.5,4,0
Jake Shields,182.88,182.88,Orthodox,35,Welterweight,5,49.2857,0.121,0.0,0.0,0.0,2.5,23,2
Renee Forte,170.18,180.34,Orthodox,26,Lightweight,4,26.6667,0.22,0.0,0.0,0.0,2.5,7,0
Will Campuzano,175.26,177.8,Orthodox,27,Flyweight,1,39.6667,0.333,0.0,0.0,0.0,2.5,9,0
Bubba McDaniel,190.5,190.5,Southpaw,30,Middleweight,6,24.5,0.165,1.5,0.0,1.0,2.5,6,0
Melvin Guillard,175.26,172.72,Orthodox,30,Lightweight,4,20.2857,0.298,0.0952,0.5833333333333334,0.0,2.5,35,0
Cyrille Diabate,198.12,205.74,Southpaw,40,Light Heavyweight,7,36.2857,0.429,0.1429,0.25,0.25,2.5,13,0
John Hathaway,185.42,190.5,Orthodox,26,Welterweight,5,47.875,0.403,0.875,0.14285714285714285,0.0,2.5,22,3
Ivan Menjivar,167.64,162.56,Orthodox,31,Featherweight,3,22.5,0.25,0.625,0.25,0.5,2.5,16,0
Nam Phan,167.64,177.8,Orthodox,30,Bantamweight,2,83.2857,0.143,0.1429,0.0,0.0,2.5,21,0
Albert Cheng,180.34,179.07,Orthodox,29,Welterweight,5,,,,0.0,0.0,2.5,0,0
TJ Waldburger,180.34,190.5,Orthodox,25,Welterweight,5,11.7143,0.543,2.5714,0.0,0.75,2.5,12,0
Rafaello Oliveira,172.72,180.34,Orthodox,32,Lightweight,4,26.2857,0.284,1.2857,0.0,0.0,2.5,18,0
Cristiano Marcello,175.26,182.88,Orthodox,36,Lightweight,4,48.0,0.083,0.0,0.0,0.0,2.5,8,0
Nick Catone,182.88,182.88,Southpaw,32,Middleweight,6,23.5714,0.544,0.4286,0.0,0.3333333333333333,2.5,18,0
Junior Hernandez,175.26,175.26,Orthodox,27,Bantamweight,2,4.0,0.0,0.0,0.0,0.0,2.5,1,0
Mike Rio,177.8,180.34,Orthodox,32,Lightweight,4,13.0,0.23,0.3333,0.0,1.0,2.5,5,0
Brian Houston,187.96,198.12,Orthodox,32,Middleweight,6,0.0,0.0,0.0,0.0,0.0,2.5,1,0
Shunichi Shimizu,165.1,167.64,Orthodox,28,Bantamweight,2,,,,0.0,0.0,2.5,0,0
Will Chope,193.04,193.04,Switch,23,Featherweight,3,,,,0.0,0.0,2.5,0,0
Quinn Mulhern,190.5,193.04,Orthodox,29,Lightweight,4,9.0,0.0,0.0,0.0,0.0,2.5,1,0
Dave Galera,180.34,183.0,Orthodox,35,Bantamweight,2,,,,0.0,0.0,2.5,0,0
Chris Leben,180.34,187.96,Southpaw,33,Middleweight,6,26.7143,0.36,0.4762,0.5833333333333334,0.16666666666666666,2.5,45,0
Mac Danzig,172.72,177.8,Orthodox,33,Lightweight,4,36.6667,0.355,0.5,0.2,0.4,2.5,28,0
Cody McKenzie,182.88,182.88,Switch,25,Lightweight,4,10.5,0.267,1.5,0.0,0.6666666666666666,2.5,10,1
Roger Bowling,175.26,172.72,Orthodox,31,Lightweight,4,35.0,0.9,1.5,0.0,0.0,2.5,4,0
Darren Uyenoyama,167.64,162.56,Orthodox,34,Flyweight,1,11.0,0.22,1.0,0.0,0.5,2.5,7,0
Pat Barry,180.34,187.96,Orthodox,34,Heavyweight,8,17.0,0.0,0.0909,0.8,0.0,2.5,18,0
Julie Kedzie,165.1,162.56,Orthodox,32,Women's Bantamweight,4,28.0,0.22,0.0,0.0,0.0,2.5,3,0
Nick Ring,182.88,187.96,Southpaw,34,Middleweight,6,56.4,0.2,0.2,0.0,0.3333333333333333,2.5,15,0
Peggy Morgan,185.42,177.8,Orthodox,33,Women's Bantamweight,4,,,,0.0,0.0,2.5,0,0
Chael Sonnen,185.42,187.96,Southpaw,36,Light Heavyweight,7,31.3077,0.472,0.3077,0.0,0.2857142857142857,2.5,31,1
Edwin Figueroa,170.18,175.26,Orthodox,29,Bantamweight,2,35.0,0.2,0.6,0.5,0.0,2.5,13,0
Jose Maria,165.1,165.0,Orthodox,31,Flyweight,1,19.0,0.2,1.0,0.0,0.0,2.5,2,0
Alessio Sakara,182.88,182.88,Orthodox,32,Middleweight,6,19.9286,0.107,0.0,0.6666666666666666,0.0,2.5,21,0
Rosi Sexton,160.02,160.02,Orthodox,36,Women's Bantamweight,4,34.0,0.5,0.0,0.0,0.0,2.5,3,0
Michael Kuiper,182.88,185.42,Orthodox,24,Middleweight,6,33.3333,0.5,0.0,1.0,0.0,2.5,7,0
George Sotiropoulos,177.8,180.34,Orthodox,36,Lightweight,4,23.1,0.394,1.2,0.14285714285714285,0.5714285714285714,2.5,22,0
Adlan Amagov,187.96,193.04,Orthodox,26,Welterweight,5,38.0,0.6,0.0,0.0,0.0,2.5,3,1
Jeremy Larsen,177.8,177.8,Orthodox,29,Featherweight,3,32.5,0.14,0.0,0.0,0.0,2.5,4,0
Dustin Pague,175.26,187.96,Orthodox,26,Bantamweight,2,17.4,0.4,1.8,0.0,1.0,2.5,11,0
Thiago Silva,187.96,187.96,Orthodox,30,Light Heavyweight,7,28.7273,0.318,0.3636,1.0,0.0,2.5,20,1
Matt Hamill,185.42,193.04,Orthodox,37,Light Heavyweight,7,35.7857,0.447,0.0,0.5,0.0,2.5,31,1
Joey Beltran,185.42,190.5,Orthodox,31,Light Heavyweight,7,58.4444,0.176,0.0,0.6666666666666666,0.0,2.5,24,0
Rousimar Palhares,172.72,180.34,Orthodox,33,Welterweight,5,11.9091,0.393,1.2727,0.0,0.7142857142857143,2.5,19,0
David Mitchell,182.88,193.04,Orthodox,33,Welterweight,5,28.25,0.29,2.0,0.0,0.0,2.5,11,0
Iliarde Santos,165.1,167.64,Orthodox,33,Flyweight,1,23.0,0.07,0.0,0.0,0.0,2.5,4,0
